wavenumber,NO2,SO2
1142,1.1735869891246395e-25,1.4280756361016722e-27
1143,1.158916431924094e-25,2.2522491750020466e-22
1144,1.144245874723549e-25,2.3701318492444567e-24
1145,1.129575317523004e-25,1.497312532568294e-24
1146,1.114904760322459e-25,6.4371458331878996e-24
1147,1.1002342031219136e-25,1.3666976598234532e-22
1148,1.0855636459213686e-25,7.817899265179811e-26
1149,1.0708930887208236e-25,2.0467173652964466e-25
1150,1.0562225315202782e-25,2.5054211045309507e-23
1151,1.0415519743197332e-25,1.4730788416818385e-23
1152,1.0268814171191882e-25,8.931232883505993e-27
1153,1.0122108599186427e-25,1.797609876701922e-25
1154,1.1106914600731398e-25,9.795281080761402e-24
1155,1.2099129555180977e-25,1.5862788845169096e-25
1156,1.3154082375785002e-25,7.002111966642489e-25
1157,1.4230902158584977e-25,9.125815039869755e-26
1158,1.4080607715498686e-25,1.0718057143448794e-26
1159,1.5063418260808965e-25,4.946463756585596e-23
1160,1.6150441608470235e-25,4.109884363922312e-25
1161,1.7384675980098323e-25,7.520562446402012e-25
1162,1.8815168895793026e-25,1.452994832769491e-24
1163,1.4365958738185788e-25,4.378605039750406e-23
1164,1.9805569758794724e-25,2.9778314923329747e-22
1165,2.4607066978667663e-25,7.621700737931249e-25
1166,2.825654963004373e-25,7.299412564518022e-27
1167,3.05405084954211e-25,1.4726266666532645e-25
1168,3.121609057291706e-25,4.32081818031311e-25
1169,3.2236248109920137e-25,9.603081446397517e-23
1170,3.302554162994725e-25,1.2786404828009804e-24
1171,3.349357235068626e-25,7.726215301387386e-24
1172,3.3522245514852384e-25,4.1063662959603956e-25
1173,3.621053570940066e-25,2.2756782270910294e-24
1174,3.1842756074674278e-25,4.4028029232131256e-26
1175,2.177951254117279e-25,1.4981133299617332e-24
1176,2.428880838029684e-25,6.190816386835423e-26
1177,2.5842069896491378e-25,1.0490161645128548e-23
1178,2.152459749734091e-25,3.142920408460428e-23
1179,1.9516641076115275e-25,6.766878975876087e-22
1180,2.3911287221048075e-25,7.076247499994687e-27
1181,3.379518649837681e-25,1.4347609755459636e-26
1182,4.188054863290458e-25,1.095048028983107e-26
1183,4.0742413896867414e-25,2.7446152075492724e-23
1184,2.890780463722918e-25,2.216557806392047e-25
1185,3.1859390138605153e-25,3.4089440707183765e-23
1186,7.042701613052572e-25,4.572667168761507e-25
1187,8.964081584269918e-25,6.18534311922123e-26
1188,9.64262426225692e-25,2.4133928930826933e-24
1189,7.649012246463944e-25,4.183253684952892e-22
1190,8.815587001645176e-25,4.418043364517578e-24
1191,9.774006162535287e-25,5.539544620039016e-24
1192,1.0766656259845155e-24,1.1924408554793054e-23
1193,1.1361001967525798e-24,3.3590468593069455e-22
1194,1.0985895571916682e-24,3.0503340921993856e-25
1195,1.014494471649882e-24,6.579194058929008e-25
1196,8.670387767371228e-25,8.623689119181041e-27
1197,9.490945977167478e-25,3.3757740826826725e-27
1198,5.017575233311998e-25,5.3155193134181175e-25
1199,3.764241961637162e-25,1.2899464083956174e-26
1200,1.7342482329169993e-24,5.301229525221356e-24
1201,1.6250063520195446e-24,6.692600528475731e-24
1202,1.434207230017767e-24,5.22782061052882e-25
1203,1.2504099103712552e-24,1.3305893310583468e-26
1204,4.24661402919708e-25,7.8739560000148895e-25
1205,7.494760194998318e-25,2.0935917544473704e-23
1206,1.9723658542425213e-24,1.2387998412414386e-26
1207,4.186878302529522e-25,2.6348267687575377e-25
1208,1.8978576256954733e-24,3.0543761976771767e-22
1209,1.057004445517429e-25,2.6306158485386846e-25
1210,2.7067780756456612e-24,1.678969088780619e-24
1211,1.4431328584160186e-24,2.4013531006982112e-24
1212,2.5404369828332182e-24,1.9261118666304408e-25
1213,2.1437076940338304e-24,3.036927163871968e-24
1214,1.5760612437097278e-25,3.1236142566116826e-24
1215,1.855351518528432e-24,5.261166379770594e-27
1216,1.7852284724826064e-24,1.7062225718537374e-24
1217,3.734837006873212e-24,7.1176630780993e-27
1218,2.4963636624169703e-24,1.5476233254394462e-25
1219,2.989927697200888e-25,2.4524674383545037e-24
1220,1.4465084355718717e-24,9.521108886204432e-25
1221,2.2473402820891096e-24,7.365635863885899e-25
1222,3.140294568282734e-24,1.3516862917435886e-24
1223,1.8405768868803686e-24,6.723071783043513e-25
1224,1.559190084142181e-25,3.468781929350541e-22
1225,2.6756892218808457e-25,9.690308638102449e-24
1226,2.560528072586312e-24,3.2287355658854136e-27
1227,2.171002632373839e-25,6.191104816651575e-25
1228,1.0446289017250326e-24,2.12110597603426e-26
1229,5.5115390300518606e-24,2.942491378371822e-25
1230,1.1842899234795504e-24,6.099796224302893e-24
1231,7.738073213218012e-24,2.811216906445037e-25
1232,1.0670484072878055e-26,3.4774365660703604e-25
1233,2.112905278442325e-24,1.2486470549730524e-22
1234,7.438043806043772e-24,1.1666026883131819e-24
1235,3.762905678276597e-24,7.326315583385379e-27
1236,6.189903506996985e-24,2.4171721734348383e-27
1237,4.768408362474386e-24,7.521488013069493e-25
1238,4.937488687781308e-24,1.4298948435174112e-26
1239,8.880996852115023e-25,4.643122764415733e-25
1240,7.1517806117142455e-25,5.393806875493862e-24
1241,1.0400148063154375e-25,1.7187772085062722e-25
1242,5.589054082436461e-26,1.364714140925208e-26
1243,4.6010518128218865e-24,5.3538924581005584e-27
1244,1.223806746794382e-25,2.7823588335225233e-24
1245,1.624382032231952e-25,6.040483100851496e-26
1246,3.395105600204095e-24,1.3225565959006097e-26
1247,6.403107064218479e-24,4.9464431593756123e-23
1248,5.031629299245003e-24,2.34509848166206e-24
1249,4.866718406133449e-24,1.3575028376845713e-27
1250,6.089799369599116e-25,1.8860657256888376e-23
1251,8.65106513830891e-25,2.5013414817757877e-27
1252,3.766134464925929e-24,4.2315000946073284e-27
1253,2.2469662272493515e-24,7.557322684779717e-26
1254,5.853068901875299e-25,2.947258216811049e-27
1255,1.2707321219348416e-24,1.0073443999077044e-26
1256,2.0656388004535388e-25,1.8396703749053036e-26
1257,1.787364312987387e-25,2.1771788563921566e-26
1258,2.807882610083413e-24,4.188578146793107e-26
1259,3.708436629064414e-25,3.3018913592983e-27
1260,1.3469243602740907e-25,8.373037745767403e-27
1261,9.869636314354855e-24,3.2495534270997064e-26
1262,8.295147641809372e-24,8.2898792462571e-25
1263,2.9055738718768685e-25,3.713603048943528e-26
1264,2.4639948880648655e-24,5.284570149911689e-27
1265,1.4016817791078978e-24,1.379577099967994e-25
1266,2.6900190316450247e-24,1.583053490403239e-26
1267,4.4768800856534e-24,1.3948917050514503e-27
1268,1.7188503235648766e-24,2.4826005812590695e-27
1269,2.5097275592022277e-25,9.228170755244304e-27
1270,3.179232207477868e-23,9.265289403633005e-27
1271,2.5941465100359412e-24,1.4143004650324825e-25
1272,2.140102096953216e-25,5.120256188797878e-25
1273,2.676796225032083e-25,7.977576076357283e-27
1274,2.6269208879583658e-25,3.899889504060617e-27
1275,1.3464021296391117e-26,6.461780335577755e-26
1276,4.2048993166162677e-23,4.507656323020503e-26
1277,1.2564966201739122e-24,5.4024634145828795e-25
1278,4.510074319760456e-23,6.294744398998061e-27
1279,7.61697823661875e-24,1.3636710224402026e-26
1280,5.313902406868617e-24,2.4787343455978102e-27
1281,7.164438302148031e-25,1.5193146560616233e-27
1282,1.7454967177463728e-25,1.0687994632305545e-25
1283,1.9979238245323835e-25,1.1010850493838131e-25
1284,5.493406448601205e-25,6.072838939396363e-26
1285,5.37315785395664e-23,5.768242187619729e-26
1286,7.350679836232508e-25,1.1970836213871022e-26
1287,3.775805315487045e-23,6.406980524793665e-26
1288,1.4906818320435137e-23,7.64326262019704e-27
1289,2.186965041001324e-25,4.966718874052669e-25
1290,5.758768098136827e-26,5.155642323655281e-26
1291,1.4891447632769058e-24,4.761701455383172e-26
1292,5.957133767604244e-26,2.7146068046228473e-27
1293,1.9211957143961824e-24,3.798886376166814e-26
1294,9.175957462875141e-23,1.0855065217387653e-25
1295,5.434211186703974e-24,6.161256451819058e-26
1296,9.439233379213629e-24,1.19520007667869e-27
1297,4.342684669864202e-24,6.420583621806667e-26
1298,1.3978591241266674e-23,7.82596502357996e-25
1299,3.8601760181964544e-25,1.846229454629477e-26
1300,3.9266614368442514e-24,5.772073684277781e-25
1301,9.022605071609899e-23,4.3076751507794835e-26
1302,2.1781817249808116e-23,9.65646186457318e-25
1303,8.109271085023541e-24,1.2367588125483886e-24
1304,4.3111977114693745e-25,1.4250407566967377e-26
1305,6.150964047827931e-23,1.9467676130267723e-26
1306,1.0336953209449066e-23,2.1567370030879475e-27
1307,1.768775468590668e-25,1.599050696552043e-23
1308,2.2570495279945116e-25,5.098781966995329e-25
1309,6.283547003962142e-25,9.321649422746193e-27
1310,6.279153496759004e-23,1.5340796961551322e-25
1311,4.095821152783088e-24,1.4694635938169616e-23
1312,5.511139205926668e-24,1.5296972704682832e-23
1313,1.9220696671116977e-24,3.02985280878923e-25
1314,8.34561899942345e-25,5.549048728074591e-24
1315,3.3580401103630615e-24,7.217274868206996e-26
1316,6.0350159757398115e-25,9.27333615648734e-26
1317,4.233923348214813e-26,1.3399960166772687e-26
1318,1.4782697527752528e-26,2.8676251707922696e-22
1319,1.118428152062233e-26,4.1277839450985216e-27
1320,1.3135246679189559e-24,2.569055401325942e-25
1321,2.035683260022827e-26,3.518599164546996e-26
1322,2.6854584828651892e-25,8.547949424254863e-27
1323,4.469018518846457e-23,2.518646412633687e-25
1324,1.0484829428594208e-23,4.061663253016295e-24
1325,5.299404745385281e-23,3.4561453488778244e-22
1326,5.536697116613001e-23,3.5692300474266936e-24
1327,4.2059217265515313e-23,4.24124733186379e-26
1328,2.835939754645584e-23,1.0371618856723008e-26
1329,1.3979252372403564e-23,8.604337798756379e-25
1330,2.685370582608122e-23,6.015890810856199e-24
1331,1.1920970812001608e-24,6.321218263938359e-23
1332,2.0261479365704237e-26,5.692722148546781e-26
1333,1.716117354657176e-26,4.709639258325735e-23
1334,2.0430149568044304e-26,5.6621480434481906e-24
1335,5.449939262344648e-25,2.4556941636934892e-23
1336,4.2934905693353654e-23,3.1698878448461373e-22
1337,6.056629382170871e-24,5.1284019520222814e-23
1338,3.4178669958435755e-23,1.7531501038241303e-26
1339,1.359031678457323e-26,7.025478260878357e-23
1340,4.825907464309629e-24,3.7389179225801174e-24
1341,7.428668969133877e-24,5.797226446394416e-24
1342,3.8098000000031083e-25,1.2233014922496187e-23
1343,5.1326260889887465e-25,3.8697419354551875e-25
1344,1.4726092160783214e-23,4.207128183699554e-24
1345,3.9566114082249995e-25,5.215134935314555e-25
1346,2.668378061524288e-23,1.4833259200902787e-24
1347,4.335443268541602e-23,2.6399833516976786e-23
1348,6.12153695447929e-24,6.465777320780201e-26
1349,1.0486707099250683e-25,5.830798821814926e-24
1350,1.536957320982623e-24,1.4963768820144708e-24
1351,7.095556643690214e-24,4.812991402509865e-23
1352,6.197079085513233e-25,5.470560567231851e-23
1353,8.61196673181036e-24,1.3688150472980566e-22
1354,2.1213181394894073e-24,3.17516195593123e-25
1355,2.6119195058430332e-25,4.5559629474808555e-24
1356,1.0664402193220576e-24,4.1319074383221196e-23
1357,4.335668811558979e-23,4.6587482375498105e-24
1358,2.979537407962033e-23,2.3472540968640185e-25
1359,4.873580347560887e-24,1.2722733041998284e-21
1360,2.284087839415117e-24,1.2614963590422177e-22
1361,1.6185706023570562e-24,1.099988327472502e-20
1362,2.8890827473747084e-24,5.860335663562298e-24
1363,5.533440321888968e-26,1.1894049146651679e-21
1364,2.013514626429754e-23,8.444657694042265e-24
1365,1.8801710145344684e-23,1.0489384534154363e-23
1366,1.894472016066065e-23,7.137767043172416e-27
1367,7.530157063712468e-25,5.656773724298502e-21
1368,1.2146890775910832e-24,2.494703362993061e-20
1369,6.593075377901356e-26,3.260439688578229e-23
1370,2.7967014451676004e-24,2.9915966386451525e-25
1371,1.2877800119241536e-23,1.0518263951204443e-26
1372,2.8181658222019054e-23,4.005579102477088e-20
1373,2.389967936244415e-23,3.2279268154734384e-21
1374,2.823944823332834e-26,8.32923190223004e-23
1375,1.0669468471443137e-26,5.754627165011232e-25
1376,6.931932187027173e-24,5.671515074199408e-26
1377,3.1181063240600968e-24,5.183959876327438e-23
1378,2.7544355023374335e-23,7.881144601755284e-25
1379,1.5416810865459023e-24,8.818109578315525e-24
1380,2.0663782253326694e-26,4.929819291093758e-24
1381,2.557003751907774e-25,2.647506905230835e-21
1382,1.845150955755257e-26,7.137680500375542e-26
1383,5.721882705893569e-23,1.1355660028995642e-25
1384,3.220387813758802e-23,8.066001399198342e-25
1385,3.569553210490136e-23,5.901940986015795e-21
1386,1.6988823411530973e-23,2.4334198567012074e-24
1387,1.269371741683455e-23,2.177103324138994e-25
1388,2.0780047467437222e-23,1.9456972528547905e-26
1389,2.4077547296096697e-23,8.84455321284792e-22
1390,2.7717053255263835e-24,8.605135441956261e-25
1391,7.881774497596746e-24,1.3389973070711817e-24
1392,1.0284586910175285e-23,3.760346376333288e-24
1393,1.1123911657266101e-23,1.6128626117007156e-24
1394,7.581776476748622e-24,7.375252835557908e-23
1395,1.2508907970019159e-23,1.0576393020546971e-25
1396,4.6963632336850434e-24,7.799470320878543e-27
1397,5.241742520971568e-24,7.870208791097343e-27
1398,1.3312804643808122e-23,5.225004009801775e-25
1399,2.795214074762244e-24,4.1229821780637106e-25
1400,3.702119376192393e-23,4.035900850453764e-23
1401,1.3506924340603634e-25,1.2865086551340301e-24
1402,2.643981110860014e-25,3.551225245476513e-27
1403,2.8271232075275705e-23,1.9476353386005925e-26
1404,3.8462427173972475e-23,4.175738569861559e-26
1405,2.311873880588086e-25,1.055481448600757e-25
1406,1.2594172815543776e-25,3.364321085190444e-27
1407,5.4270134400778076e-24,1.8928074463355928e-26
1408,2.3955175132247237e-24,8.866209302291744e-25
1409,1.1681665288945427e-23,1.3288810886499037e-23
1410,5.055442467417691e-25,3.972465069703663e-27
1411,7.309818821807596e-24,1.4012604845797927e-26
1412,3.4096725307201495e-24,3.173403877556147e-23
1413,4.170967547255871e-25,5.9079075413163974e-24
1414,3.162710266950602e-23,3.5931106484137135e-27
1415,4.194271055146894e-24,5.582520061329948e-26
1416,2.2697941489927388e-23,4.965433690732043e-27
1417,1.1907329809386402e-23,1.1170493944265568e-23
1418,1.9599372402735974e-23,1.0482251862680246e-25
1419,1.8576450265453657e-23,1.3371460701496364e-26
1420,5.231503378490267e-25,4.45957614104601e-26
1421,1.812709586543579e-23,2.3636900959077547e-27
1422,1.6906338683692222e-25,5.238640411959153e-24
1423,4.981731209834558e-25,3.064732938755601e-25
1424,4.133196394890111e-26,4.3398458212868987e-26
1425,6.58006478599127e-24,1.3243333740927912e-24
1426,1.5600319056517643e-24,1.6081758341211812e-26
1427,2.5181272716463766e-24,1.2991743944392168e-25
1428,7.184432787776439e-25,6.286817428496478e-25
1429,8.746017976978809e-25,1.5587881210517092e-26
1430,6.98024562152289e-25,3.6444498753444636e-26
1431,3.687357874245286e-24,7.970707805078828e-26
1432,2.9337483222692875e-25,6.784114027390323e-27
1433,1.912132977388354e-23,7.498951162459817e-26
1434,3.6933294843492673e-25,1.306719045874645e-25
1435,6.889161932854311e-25,2.4086795007077576e-27
1436,1.3409780484686947e-25,4.971082599745075e-27
1437,5.8637976020574924e-24,2.389224401604703e-25
1438,6.366903025867682e-25,4.5889946311530484e-27
1439,1.7612037184955714e-25,3.38239861765899e-26
1440,4.220372656885496e-24,2.960709185895973e-26
1441,9.499275763141602e-24,1.630823534347259e-27
1442,6.2886516605031365e-24,5.96019044797913e-26
1443,3.6434483007595527e-25,1.5937184734294222e-26
1444,5.441184331777135e-24,1.2460919328052868e-27
1445,9.095758303437469e-24,2.131909607791616e-25
1446,1.779002427927808e-24,5.0809014838481426e-27
1447,1.0481288343555666e-23,1.363062198454539e-27
1448,8.504403562066201e-24,1.052636498517815e-26
1449,8.982418759410508e-25,2.827245779733247e-27
1450,2.3728575268553546e-25,7.773847619234484e-25
1451,4.684411934733768e-24,4.2165408007937115e-25
1452,5.102806515991847e-25,1.5683706134163383e-24
1453,3.305861959912605e-25,1.4285693698042361e-25
1454,4.067630382192208e-24,3.7798239340419854e-27
1455,8.482192595576487e-24,3.7918080417000817e-25
1456,2.1563135320900634e-25,3.9967213318762866e-25
1457,1.0709177352211743e-24,5.449998798737604e-26
1458,2.819181837494532e-24,1.142943913417756e-26
1459,6.8188692909840575e-25,9.059977177972145e-27
1460,2.684206851673215e-24,1.4374451324060253e-25
1461,3.5813668345167292e-25,3.0762251487169647e-25
1462,1.5049158878476866e-24,3.0475825334997403e-25
1463,2.794946338838585e-25,1.5417884837954477e-27
1464,2.694262475696751e-25,1.6225384300350925e-27
1465,2.166359950234986e-25,9.284281464527842e-27
1466,5.060671798844581e-25,1.2665927601914116e-26
1467,2.099489924527268e-25,8.810864583360352e-27
1468,2.50938949251517e-24,2.7108872135097816e-25
1469,2.6576843839176197e-24,2.034886749265112e-27
1470,4.478415721376417e-25,1.5693746272542137e-27
1471,1.4465143637295915e-25,2.982956829709855e-27
1472,7.545465838518704e-25,1.2969427363577971e-27
1473,3.3285323712766834e-25,7.677882113315474e-26
1474,1.6343821397150483e-24,4.71525286261687e-27
1475,7.33790611832375e-25,4.0586391189913466e-27
1476,3.5525443135244673e-25,1.5733204509331522e-26
1477,8.93066138738018e-25,8.446905827993689e-26
1478,3.6088234735247125e-25,6.471372808034595e-27
1479,2.1734279697715296e-24,4.644682126572712e-26
1480,3.234474758191381e-24,4.692506319599285e-27
1481,2.3409756857837946e-24,1.9359333959136673e-27
1482,1.3497337262691429e-24,3.9458643706076226e-26
1483,2.3415816185536493e-24,1.0365403916327122e-26
1484,5.431423689892627e-25,6.514911177307486e-27
1485,2.1695985943893305e-25,2.9072023889033537e-26
1486,6.785959027026365e-25,4.062838543063374e-25
1487,3.982475474292316e-25,4.059291312868958e-27
1488,1.958855469651044e-24,1.088905939000191e-26
1489,3.846237373804185e-24,3.841082235741288e-26
1490,1.5234212173892764e-24,6.680534576383635e-27
1491,4.281180050321241e-25,1.8340090817858537e-26
1492,4.040795260041128e-25,2.6274444444450056e-27
1493,6.694604900087161e-25,1.2906752230910953e-27
1494,2.3812271259420417e-25,1.0081617430030377e-26
1495,3.625589187441693e-25,1.077893934315037e-26
1496,3.27600352962514e-24,9.299360734266203e-27
1497,2.564095945692351e-25,1.7222304742442037e-27
1498,5.584315999075577e-25,2.1176472696545128e-27
1499,1.3409666631287378e-24,1.3231991414989639e-26
1500,2.2597893838558425e-24,1.1333823966181626e-25
1501,2.911344849790787e-25,2.8454836764897453e-27
1502,1.6359893833212692e-25,1.805542787909027e-27
1503,7.0977594508604905e-25,2.1583009606790235e-25
1504,3.3922620029255457e-26,1.0304400011531652e-26
1505,5.327782846633878e-25,7.88245942057183e-27
1506,1.1014733513198523e-24,1.0021169984097489e-26
1507,3.6033255705664265e-25,1.5912700780891049e-27
1508,2.8449302291390486e-25,1.714269480034539e-26
1509,1.6471867819074757e-24,4.4629788404838185e-26
1510,1.2218093355847827e-25,1.466325632833528e-26
1511,9.53581664652574e-25,2.807274623266884e-26
1512,1.883843718898018e-24,1.4527382023225578e-26
1513,1.2593452115956728e-24,3.095524688196249e-26
1514,1.2852515484236516e-24,1.9978431852700528e-26
1515,6.504557923572086e-25,3.1509590583340784e-26
1516,2.4783859250844424e-26,1.4966336356704336e-26
1517,1.375135842695685e-24,3.718860571147078e-26
1518,6.423743710688711e-26,1.0298912306388668e-26
1519,2.8117781639419546e-24,4.114203080665711e-26
1520,3.852400910616183e-26,1.663515752998553e-26
1521,1.5598410274253426e-25,5.997395590577739e-26
1522,7.625339140755855e-26,1.4368628217235034e-26
1523,2.2905595159517578e-26,5.511221389349414e-26
1524,2.239553180879244e-25,1.749628485395292e-26
1525,3.0414663585153598e-25,3.200009563414597e-27
1526,2.5772828671282123e-25,1.498490000014213e-26
1527,2.948571949752672e-26,1.551359853429397e-26
1528,3.1628678280965737e-25,1.990635830045791e-26
1529,7.679994951347954e-25,4.614230101032835e-27
1530,2.776223186862872e-25,3.8491365461830264e-27
1531,1.6326863194038854e-25,1.0385136166875155e-26
1532,1.3018220545975665e-24,6.188654160090148e-26
1533,3.381022905918992e-24,1.6601158009769224e-26
1534,5.692473328852435e-26,1.1328301445913467e-26
1535,2.8087917379643026e-24,1.3374138106610515e-27
1536,1.532114672300802e-24,3.8083592323910194e-26
1537,1.388226942796221e-24,6.676872279518761e-27
1538,6.474300965097782e-26,1.722549994112792e-26
1539,4.0913094766027096e-25,2.6673947556843874e-27
1540,3.0089763136137753e-24,3.6624550898179624e-27
1541,4.0826521134546355e-25,3.1860656223228424e-26
1542,9.090999999987008e-25,8.70836823207323e-27
1543,8.614515732963201e-25,2.698215025086549e-26
1544,1.1263708440544959e-24,2.546786138353986e-26
1545,1.012727738477708e-24,5.226694087473582e-27
1546,1.81063480352563e-24,5.0988068669650883e-26
1547,5.428025746191827e-23,1.1810163387762543e-27
1548,2.0738838580442093e-25,8.607293983692204e-27
1549,1.6639502659264068e-23,2.9757476923196008e-27
1550,7.875698243308827e-26,1.993388319196395e-27
1551,1.7448101523618846e-24,1.4126593493431722e-26
1552,1.1911261872102432e-22,2.939878214080983e-27
1553,1.9295831067094138e-23,6.482703067128025e-27
1554,1.4275851223173988e-23,1.834078321018125e-27
1555,5.32980366358418e-26,2.4921213007506752e-27
1556,9.134943758684631e-23,6.697208074199411e-27
1557,3.6692941181640835e-22,1.09128295578181e-26
1558,1.9996327868698972e-25,1.8448880007162578e-26
1559,3.799835883794571e-26,1.2312743126040825e-25
1560,2.5024704553050227e-22,6.451976380092692e-27
1561,1.2236780930504735e-23,2.8755971802663317e-26
1562,7.047384282409874e-22,7.525039482541021e-27
1563,2.9704563756649997e-25,1.8468248205396925e-27
1564,1.1253006173165312e-25,1.050854928083375e-25
1565,3.624601472677583e-24,3.3444177198335524e-26
1566,4.8159629230396384e-26,2.4811471571947753e-26
1567,1.4586347825962546e-24,1.9287542831457555e-27
1568,1.2077892068932394e-24,6.831422081740831e-27
1569,4.448490228338042e-22,4.514819549077352e-27
1570,2.8050877581708837e-25,6.352368461702209e-26
1571,8.183429717474626e-25,9.792358012337093e-27
1572,2.104003543871116e-24,1.7721592920408203e-26
1573,3.0940812029163832e-24,8.049770194427535e-26
1574,3.065761904759919e-26,3.387380823176621e-26
1575,2.9701616163614177e-21,3.192587339925086e-27
1576,7.910626334686273e-24,1.8336604395211246e-27
1577,1.2990748868460793e-24,3.5764823479204916e-26
1578,1.6549656770661255e-25,3.971719776775291e-27
1579,1.675223378705053e-20,1.0736988894813677e-27
1580,3.510652071452638e-22,3.241189811176298e-27
1581,2.067473267051957e-22,3.479625082857186e-27
1582,8.108196993733259e-24,2.0102539537496806e-27
1583,1.232512052877307e-25,3.4460037739117786e-27
1584,1.377305882359926e-25,6.2082680886897206e-27
1585,1.179984259162434e-24,3.274417346435155e-27
1586,3.0826804667810385e-22,3.4114159560662086e-27
1587,2.676817286848798e-23,3.769661286356937e-27
1588,1.0660638349475375e-23,8.802866388693946e-27
1589,1.612767679034035e-23,8.275087002615385e-27
1590,3.6688176459756287e-23,3.3255330520025494e-26
1591,2.8762290015851996e-26,7.032362203988784e-27
1592,3.504883138063385e-25,2.236682464338022e-27
1593,2.0250383811953884e-23,5.1696550895863076e-27
1594,8.912406025174577e-24,1.4539955986680536e-26
1595,1.8441121192282217e-21,1.603067216619892e-26
1596,1.2613260870422166e-22,2.512734522569948e-27
1597,3.8380944455535217e-22,5.544884088523577e-27
1598,2.601695589606759e-25,1.026610278135969e-26
1599,8.912335524119275e-24,1.8832554255565686e-27
1600,1.7577343511511855e-23,5.801778181146963e-27
1601,3.9943598955465766e-23,3.6068359484347e-27
1602,4.367582218975981e-22,2.5636772558060042e-27
1603,3.536564603142605e-23,2.2425226521729067e-26
1604,3.224682045047942e-23,4.686097773463952e-27
1605,1.7419227973805687e-21,2.0380114132910973e-27
1606,8.112922577179112e-21,2.063253905959689e-27
1607,1.7254225800249346e-21,8.786085513425938e-27
1608,2.075113245028275e-22,2.0120494041488236e-27
1609,1.3514099364258208e-25,4.218514713281589e-26
1610,2.930064319883274e-22,8.230658351847894e-27
1611,2.075699070712793e-24,6.46383955507526e-27
1612,4.62266222784985e-24,1.2830384502406357e-26
1613,1.5263425126506516e-23,4.4162272432542625e-27
1614,2.2737376040171458e-23,1.9026676712928958e-27
1615,5.712304711227747e-24,2.2132880166507406e-26
1616,2.6353517586326364e-24,5.5786253002347326e-27
1617,1.3114003111404642e-23,1.5326860962211479e-27
1618,2.1581241238358664e-24,6.392512997184808e-27
1619,1.1146846817504794e-21,9.288537308905411e-27
1620,6.895955564333104e-25,9.95123667523402e-27
1621,3.7353048648248536e-22,1.318882475643657e-26
1622,1.8291258939013134e-21,3.3338104802677444e-26
1623,1.4788539629007661e-25,1.405367615821404e-26
1624,6.575594043145414e-21,3.826252459848259e-26
1625,2.9220965010838504e-24,3.257170212763504e-26
1626,1.67324295252306e-24,5.2296653523769075e-27
1627,1.1675202317914788e-22,3.830946631245167e-27
1628,1.025694819155816e-19,5.3379363839302554e-27
1629,7.923662299612085e-24,6.982115672734863e-26
1630,2.005799203786325e-25,2.4045875822630773e-27
1631,1.125416356318731e-24,1.3297969421318255e-27
1632,5.2285264591082503e-23,2.4288045063078742e-26
1633,2.0477696336210133e-22,3.554969354813301e-27
1634,4.864761422998176e-24,2.4669194322808745e-26
1635,4.0022704720291535e-24,2.2337467534076368e-25
1636,1.2347753606205626e-23,1.97511472373285e-27
1637,7.697871389410382e-23,1.0639432034312321e-26
1638,5.927491750582989e-23,1.1263439421320987e-26
1639,3.7461841197511327e-23,9.878040567657637e-27
1640,2.6626406370053806e-25,3.500788811187235e-26
1641,2.974207554476745e-22,3.605488059937687e-27
1642,1.5411144290507278e-25,6.978764674328316e-26
1643,1.377227041579333e-23,2.8439746603680364e-27
1644,4.4252687892385695e-23,3.3873253534825294e-26
1645,2.021359083063345e-20,1.1116764972212307e-25
1646,1.0226130308372051e-21,4.15191460190348e-27
1647,4.826252762431717e-24,5.461924871397489e-26
1648,2.6308380487812173e-24,2.1052535697473048e-26
1649,9.452740170054435e-25,2.8348117154757357e-27
1650,2.080296296284357e-25,2.0372903932289817e-25
1651,2.2579178215358143e-24,3.9811256507198325e-27
1652,4.430167206773378e-23,2.2257747119191682e-27
1653,2.508698865301074e-24,2.270496943917111e-27
1654,7.084483040390193e-24,4.534766847975647e-26
1655,3.157136892786402e-24,7.938348114316262e-27
1656,5.460578565121567e-25,1.2557531290347933e-27
1657,1.1097441852140281e-24,3.936066196893654e-26
1658,5.306353923204004e-25,5.352238683045989e-25
1659,2.3591822747142721e-23,3.5773735233461776e-27
1660,8.873957616119792e-23,3.685200000025375e-27
1661,8.354852312421477e-25,2.3434958977194684e-26
1662,3.449396736092267e-25,1.897053653465234e-26
1663,6.101874894221588e-25,1.678628773759148e-27
1664,9.28106850027912e-25,7.276493630581187e-25
1665,8.971648523726363e-25,6.110287449387161e-27
1666,2.236610551753706e-24,3.238604550450895e-26
1667,1.0403415437109146e-25,5.960095279393079e-26
1668,2.7760741649213657e-25,8.577616061019387e-27
1669,2.8192334643530286e-24,3.5740845669786825e-27
1670,9.530336875468712e-25,4.060768108948985e-27
1671,3.3020816022276527e-24,7.553124943649095e-27
1672,2.908980556296865e-24,1.8272867092281134e-27
1673,4.466330745530207e-25,3.215232388109167e-27
1674,2.708016429545175e-26,5.441462606630466e-25
1675,2.6575282527048214e-26,1.4497937723211628e-26
1676,1.2887669072731006e-25,2.7354626645896303e-26
1677,2.5716437291755805e-24,1.4848765283800009e-24
1678,1.4557116690418317e-23,3.1231335646384835e-26
1679,8.779114106712063e-26,6.352068132605351e-25
1680,1.8298615897127687e-24,4.955320766997691e-25
