wavenumber,NO2,SO2
3298,4.773439905010715e-25,1.01199813964645e-27
3299,1.3798971148607015e-25,1.0140168211584742e-27
3300,6.337560802799677e-25,1.0160355026704982e-27
3301,6.4318709597426945e-25,1.0180541841825224e-27
3302,4.222406276385528e-25,1.0200728656945465e-27
3303,5.498902728008938e-25,1.0220915472065706e-27
3304,3.0388906592773252e-25,1.0241102287185947e-27
3305,2.257247007743839e-25,1.0261289102306188e-27
3306,1.5509692556633637e-25,1.028147591742643e-27
3307,3.503734486318888e-25,1.0301662732546671e-27
3308,4.522166347474273e-25,1.0321849547666911e-27
3309,3.831402056465764e-25,1.0342036362787153e-27
3310,2.725753737378754e-25,1.0362223177907393e-27
3311,1.5997624736819006e-25,1.0382409993027635e-27
3312,1.0654099307159515e-26,1.0402596808147877e-27
3313,1.672720568336163e-26,1.0422783623268117e-27
3314,2.192531314257748e-25,1.044297043838836e-27
3315,2.090244135321123e-25,1.04631572535086e-27
3316,1.8662545631220452e-25,1.0483344068628841e-27
3317,1.7655832683769532e-25,1.0503530883749083e-27
3318,5.893369648720989e-26,1.0523717698869323e-27
3319,1.031908147193695e-25,1.0543904513989565e-27
3320,1.4009527437174542e-25,1.0564091329109805e-27
3321,1.0357253623037977e-25,1.0584278144230047e-27
3322,1.0244481753018977e-25,1.060446495935029e-27
3323,3.9067401366942515e-26,1.062465177447053e-27
3324,5.113744855748943e-26,1.0644838589590771e-27
3325,2.0780925475404752e-26,1.0665025404711013e-27
3326,1.707933049459556e-26,1.0685212219831253e-27
3327,4.9502861356927564e-26,1.0705399034951495e-27
3328,1.307665230278397e-26,1.0725585850071735e-27
3329,1.1536244823769092e-26,1.202297972127578e-27
3330,5.759666822713605e-26,1.292670002584169e-27
3331,5.507498029391941e-26,1.4040626843278147e-27
3332,4.9702017754906127e-26,1.5629317279742775e-27
3333,1.0569758556656741e-26,1.7713661584059778e-27
3334,5.623647421096717e-26,1.938047898001375e-27
3335,1.0448497854652792e-26,2.1489460322798488e-27
3336,1.3009247774026896e-26,1.6435374056693036e-27
3337,2.4361443801397953e-26,1.953761655231207e-27
3338,4.9532542156718416e-26,2.9091649366008022e-27
3339,3.6991416595029927e-26,3.214649748076862e-27
3340,2.22139256667757e-26,3.532159305436862e-27
3341,4.5043564117056034e-26,3.923035302827758e-27
3342,1.805205717077466e-26,4.2300599431262995e-27
3343,1.750988561482019e-26,4.9819667565741236e-27
3344,1.716331503033274e-26,5.593597340288581e-27
3345,1.4195366961759138e-26,5.474615760750253e-27
3346,1.5707905037346897e-26,5.604952210993129e-27
3347,2.2257681331059997e-26,7.0166143006239e-27
3348,1.1640230914406449e-26,5.375965350850877e-27
3349,1.0260553070354625e-26,2.242209882933534e-27
3350,2.981402599563788e-26,3.897459946591169e-27
3351,1.377837352414114e-26,1.0859970174250053e-26
3352,1.587608081928134e-26,1.304287623914184e-26
3353,2.1751132680918354e-26,1.2610748879501812e-26
3354,2.0572845568765328e-26,1.3711325492752377e-26
3355,2.0646784933055568e-26,8.282620932936756e-27
3356,2.913924387843477e-26,1.3588141720550118e-27
3357,1.2317026099728114e-26,1.9438395752760395e-27
3358,2.0370072712193203e-26,1.3828951395130737e-26
3359,1.518992087516383e-26,2.3886590429028232e-26
3360,1.822955459404287e-26,1.2338895161290876e-26
3361,1.8272378578975193e-26,1.893060171266866e-27
3362,2.4586463108152617e-26,2.7647186604033335e-27
3363,2.110994558003021e-26,2.3016251240285937e-26
3364,1.4689843327211535e-26,7.824338215576387e-27
3365,2.2628352529187415e-26,1.1258485335166157e-26
3366,1.33509943111086e-26,4.600117587817046e-27
3367,1.6918050384497407e-26,1.5105550133066612e-26
3368,2.3432499186670296e-26,2.0114595863957184e-26
3369,2.4308473284681092e-26,6.358800429879957e-27
3370,2.5254544952075568e-26,1.2722153289285289e-26
3371,3.398199255665326e-26,9.306279742008538e-27
3372,1.3770637318724274e-26,1.9965925849486746e-26
3373,2.1895916614066854e-26,7.062607258375206e-27
3374,2.0092043283882914e-26,1.16849577334893e-26
3375,1.1667010182616398e-26,1.0218583800872622e-27
3376,1.905069345049856e-26,3.210863669946114e-26
3377,1.333882739186447e-26,6.230805327869549e-26
3378,5.727414282420893e-26,9.40009655310167e-27
3379,2.645411377404556e-26,2.573474231854597e-26
3380,3.3274610393332e-26,2.239833793820001e-27
3381,3.587276547834679e-26,2.0643464695911418e-26
3382,3.8820911657695086e-26,1.8513087180527423e-26
3383,5.971829370828584e-26,1.1227774928772534e-25
3384,1.5356147166563055e-26,7.533322478447032e-27
3385,2.15819244457341e-26,3.1545496835242987e-26
3386,1.5650413624022062e-26,2.9270098767372777e-26
3387,1.645750279627673e-26,1.3167128624633994e-26
3388,1.8485811664360722e-26,3.746892840671219e-27
3389,1.6767230988538315e-26,3.385300039343187e-27
3390,1.6736496641905152e-26,1.4872080968394092e-25
3391,1.763943477998301e-26,6.678918820327938e-26
3392,1.879719528831406e-26,4.8962935595244707e-26
3393,1.9548152711292505e-26,4.2663294719224935e-26
3394,1.968944993834965e-26,6.844200417227994e-26
3395,2.2542860272056122e-26,1.818681102843836e-27
3396,2.3057480293584725e-26,2.710010118058716e-26
3397,2.3428279676730356e-26,6.621684841016186e-26
3398,1.2538936504498168e-26,1.2755935012437338e-27
3399,1.7335937107798808e-26,3.7272007170682776e-27
3400,2.03923135461337e-26,4.5896952383907606e-26
3401,1.544704560991077e-26,3.624238256988516e-26
3402,2.1208878842702035e-26,5.515452295173377e-26
3403,1.82667217501877e-26,1.2076757911321016e-25
3404,2.5015428966081274e-26,1.2476336445251979e-25
3405,1.636327274823504e-26,1.1714332103679673e-25
3406,1.6526145447983202e-26,5.9179038601605065e-27
3407,1.6613555034450257e-26,4.3785416666690144e-26
3408,1.7301039983112574e-26,3.2283437500176282e-27
3409,1.4766412522561497e-26,1.748346945012723e-25
3410,1.157244527615549e-26,5.277243345497613e-26
3411,1.570736625206924e-26,1.2089982437494011e-26
3412,2.0507336144217416e-26,4.3587453399350685e-26
3413,1.908261160003545e-26,1.844394785338797e-25
3414,2.162625987040372e-26,1.7077539851220597e-25
3415,2.1191124242331628e-26,5.42004988571161e-26
3416,2.136814645172148e-26,1.9228527225387091e-25
3417,1.3596608090952138e-26,2.2751394975069117e-26
3418,1.544690303218968e-26,2.1885512005812044e-26
3419,1.9279832298911132e-26,2.8302191564754356e-25
3420,1.6516609904545042e-26,6.067470176744995e-26
3421,2.23877103636954e-26,1.630624128472082e-25
3422,1.6015804206972772e-26,1.2884875300721511e-25
3423,2.19548289816682e-26,1.8268480205226328e-25
3424,2.072682315174907e-26,1.892951933590013e-25
3425,2.6373463345714353e-26,1.5143779442619747e-25
3426,1.444136815367101e-26,7.194127917091425e-26
3427,1.3483660618175373e-26,9.076045927859603e-27
3428,1.188683192755457e-26,4.2300935290433205e-26
3429,1.8442939128633045e-26,4.9466024241328465e-26
3430,1.7769871167855102e-26,4.090377836490314e-26
3431,1.7800420006899704e-26,1.2533888869758618e-26
3432,1.718328328636165e-26,2.3205254156974558e-26
3433,1.7998481130915835e-26,5.081057230275904e-26
3434,1.6286105796678115e-26,5.356916963954905e-26
3435,1.3908130382098062e-26,1.2446880048959022e-27
3436,1.4856654572021453e-26,3.470962626353942e-25
3437,1.8261088345942795e-26,1.645252163962764e-27
3438,2.018832855138218e-26,3.624091095864975e-26
3439,2.3588978951268523e-26,2.2153696540037156e-25
3440,2.4919539910870078e-26,9.819411127923544e-26
3441,2.011906112500352e-26,2.271742334158596e-26
3442,1.6643267855733108e-26,4.8208774195443015e-26
3443,1.9160246947949432e-26,5.751608670790681e-25
3444,2.74604857621464e-26,1.1668527934031279e-25
3445,1.1923810216409335e-26,3.6654366499525284e-26
3446,1.0289179952875147e-26,6.373227350401686e-26
3447,1.962751897817774e-26,6.728737475977852e-26
3448,1.6753977445967743e-26,1.0228404412498542e-25
3449,1.5128668775335153e-26,2.5502769073825493e-25
3450,1.293300647589701e-26,2.0786780883246196e-25
3451,1.2310755307936354e-26,4.405666348047027e-26
3452,1.492494028821911e-26,3.2585830030606154e-26
3453,1.3888780953902395e-26,2.2915273926896352e-26
3454,1.410948569215444e-26,8.902080635004258e-27
3455,1.4744336951088124e-26,3.28072677475262e-26
3456,1.673990863104758e-26,7.40596238096183e-26
3457,1.705717503054552e-26,1.4173307136145099e-25
3458,2.232207391007887e-26,1.4602521022612912e-25
3459,2.3810000000000003e-26,7.18765743883106e-26
3460,2.552411803117335e-26,3.9959672165851906e-27
3461,2.6546107344014894e-26,7.19097012817934e-26
3462,2.4793984113686465e-26,7.285014343974504e-27
3463,2.0745624641433756e-26,2.9465235765667066e-25
3464,1.743385649656218e-26,1.1652273042831648e-27
3465,2.1810633698201477e-26,3.591796101260783e-26
3466,1.92766756092108e-26,1.3738088041411272e-25
3467,1.6400936007728713e-26,1.0281113737467819e-26
3468,1.3469427462919492e-26,1.5150256728973178e-25
3469,1.0809921324404239e-26,6.902595441572912e-26
3470,1.0881524466391872e-26,4.979139657813995e-26
3471,1.1226297449850237e-26,4.888003340266203e-26
3472,1.1515999620758948e-26,1.2511558533552354e-25
3473,1.145356210142694e-26,2.4511527685155995e-25
3474,1.1215193351191513e-26,4.5164409606926785e-26
3475,1.3525998922463194e-26,1.780712264413526e-26
3476,1.5807618067537273e-26,1.4791458603879171e-25
3477,1.800624412286634e-26,2.861000675118477e-26
3478,2.0175274044795756e-26,1.020956663055025e-26
3479,2.190582730909667e-26,2.0820567960107354e-26
3480,1.85188947206492e-26,1.8021395492620891e-25
3481,2.251802168319775e-26,7.555931068819618e-26
3482,2.2227096996638687e-26,3.079112179646309e-26
3483,2.1216637974164142e-26,5.727877087094324e-26
3484,1.957582588030444e-26,1.526681506378386e-26
3485,1.7398251079232152e-26,1.8967103800031774e-25
3486,1.4847186088184935e-26,7.199535552424521e-26
3487,1.2543183770758852e-26,2.065006556118561e-26
3488,1.0359243460702905e-26,6.806261632370861e-26
3489,1.0414983034267296e-26,1.0255611309477855e-26
3490,1.0470722607831689e-26,6.534041109357491e-26
3491,1.0526462181396081e-26,9.372025285950537e-27
3492,1.0582201754960474e-26,1.41844992002075e-26
3493,1.0637941328524865e-26,1.582748890584355e-26
3494,1.0693680902089258e-26,2.172133580370162e-26
3495,1.074942047565365e-26,1.4377201153622207e-26
3496,1.2935624573051267e-26,6.659058042115235e-27
3497,1.502888639125143e-26,4.8243880612430243e-26
3498,1.6160612006189422e-26,2.9388631257093522e-27
3499,1.7523239513635494e-26,1.1998945358404076e-27
3500,1.8396592880596874e-26,1.8589000314285964e-27
3501,1.8686117046318725e-26,5.992122481293342e-26
3502,1.826675282770811e-26,3.6558368896924483e-26
3503,1.7252177989432967e-26,1.4958115104685154e-26
3504,1.5874684791126763e-26,5.477812788235918e-26
3505,1.39167452410018e-26,3.0897407716317214e-26
3506,1.1671108173687168e-26,2.022475004131417e-26
3507,1.0472899055967043e-26,4.3674981456561035e-26
3508,1.0453951381863846e-26,2.829766311919103e-26
3509,1.0435003707760649e-26,3.249743189175032e-26
3510,1.0416056033657452e-26,4.04811001412605e-26
3511,1.0397108359554255e-26,3.345927255985358e-26
3512,1.0378160685451058e-26,2.892861397436183e-26
3513,1.0359213011347863e-26,2.1736587322565417e-26
3514,1.0340265337244666e-26,2.1110003702065105e-26
3515,1.0321317663141469e-26,2.3519196404421354e-26
3516,1.0302369989038272e-26,2.2589714840009176e-26
3517,1.0575574767177664e-26,1.6500577478015794e-26
3518,1.2102676663749536e-26,2.065386954730319e-26
3519,1.321208662340766e-26,1.8969662451873285e-26
3520,1.3659348811598738e-26,1.300824489517328e-26
3521,1.405063974493391e-26,1.7032596340874936e-26
3522,1.393443845758536e-26,1.2465068360734289e-26
3523,1.3304219909541904e-26,1.1787763226338896e-26
3524,1.2156248985316485e-26,1.1354663111198174e-26
3525,1.0491536634431993e-26,9.199651686501596e-27
3526,1.072090587160942e-26,9.93128484607392e-27
3527,1.0688092402073938e-26,8.454349753978139e-27
3528,1.0655278932538457e-26,7.73542286465176e-27
3529,1.0622465463002973e-26,7.1653086344447e-27
3530,1.0589651993467491e-26,7.120344014404579e-27
3531,1.055683852393201e-26,7.281732218219575e-27
3532,1.0524025054396526e-26,7.44312042203457e-27
3533,1.0491211584861044e-26,7.604508625849566e-27
3534,1.0458398115325562e-26,7.765896829664562e-27
3535,1.0425584645790079e-26,7.927285033479558e-27
3536,1.0392771176254597e-26,8.088673237294554e-27
3537,1.0359957706719115e-26,8.25006144110955e-27
3538,1.0327144237183632e-26,8.411449644924546e-27
3539,1.029433076764815e-26,8.57283784873954e-27
3540,1.0261517298112668e-26,8.734226052554536e-27
3541,1.0512304631936045e-26,8.895614256369532e-27
3542,1.0816046281551681e-26,9.057002460184528e-27
3543,1.0708348241411816e-26,9.218390663999524e-27
3544,1.0410709037764673e-26,9.37977886781452e-27
3545,1.3009693850549724e-26,9.541167071629516e-27
3546,1.5608678663334772e-26,9.702555275444512e-27
3547,1.820766347611982e-26,9.863943479259508e-27
3548,2.080664828890487e-26,1.0025331683074502e-26
3549,2.340563310168992e-26,1.01867198868895e-26
3550,2.6004617914474965e-26,1.0348108090704494e-26
3551,2.860360272726002e-26,1.0509496294519492e-26
3552,3.120258754004507e-26,1.0670884498334486e-26
3553,3.3801572352830116e-26,1.0832272702149482e-26
3554,3.640055716561517e-26,1.0993660905964478e-26
3555,3.899954197840021e-26,1.1155049109779474e-26
3556,4.1598526791185266e-26,1.131643731359447e-26
3557,4.419751160397031e-26,1.1477825517409464e-26
3558,4.6796496416755363e-26,1.1639213721224462e-26
3559,4.9395481229540417e-26,1.1800601925039456e-26
3560,5.199446604232546e-26,1.1961990128854454e-26
3561,5.459345085511051e-26,1.2123378332669448e-26
3562,5.719243566789556e-26,1.3147358900827778e-26
3563,5.979142048068061e-26,3.444504082045742e-27
3564,5.740701660347873e-26,4.4028070069624575e-27
3565,4.693102088365035e-26,2.027596767016196e-26
3566,4.8858869253270454e-26,6.874134015817862e-27
3567,9.378429597634238e-26,1.387993657568867e-26
3568,5.1089705105726245e-26,2.2147810994404408e-26
3569,6.151521839313549e-26,1.870667870031891e-26
3570,1.481405942563965e-25,4.057129517849262e-26
3571,4.5615582688182504e-26,2.515995866016438e-26
3572,3.4810598768891976e-26,5.052872185639357e-26
3573,1.7474697741902386e-25,2.4062148040606078e-26
3574,6.934942124781545e-26,9.148435371404194e-26
3575,5.641570144896442e-26,3.254880782658486e-26
3576,1.6976585490753348e-26,1.1694295860907246e-25
3577,2.63354589198779e-25,1.0780856433200998e-26
3578,1.0847110940731942e-25,1.7772853463381955e-26
3579,2.808557630783675e-26,1.1491468819648859e-25
3580,1.3055656278838994e-25,1.985578415812352e-26
3581,3.2782130401794783e-25,2.1688028947621398e-26
3582,4.461007194076604e-25,9.525482546299259e-26
3583,1.2881650516904433e-26,4.623953713353494e-26
3584,7.332077912738588e-25,3.712094147580533e-25
3585,2.4255030194996307e-25,2.1781824977694e-25
3586,9.816746933418035e-25,1.4413181005363773e-25
3587,3.5035063521196196e-25,4.771836806941418e-26
3588,4.701709160526252e-26,6.688835067756577e-25
3589,7.264341092263339e-26,4.505193831554047e-25
3590,1.3128497738811347e-24,1.2609179373617716e-26
3591,2.5258554339337327e-25,2.1611559334025764e-25
3592,1.4840509265195658e-24,2.3393164602667153e-25
3593,2.784799785595743e-26,2.5540095077456573e-27
3594,1.2221041812561296e-24,2.011096732168334e-27
3595,2.475110836791644e-24,2.7506095165089502e-25
3596,3.2955519387171776e-25,3.522141202794851e-25
3597,9.176484454529492e-25,2.7079474066732555e-25
3598,3.7267762638117204e-24,2.5638481012627526e-24
3599,9.187377277497762e-25,4.530051266068582e-25
3600,2.915724332271946e-24,4.083246957948057e-26
3601,1.2340080986157767e-25,4.194651488238735e-25
3602,2.6678624333737466e-24,5.3833010560223246e-27
3603,6.2101553706125204e-24,1.2390359734174845e-24
3604,5.9656754920849615e-25,4.281957016785587e-25
3605,2.664929849825933e-25,4.491599106204776e-27
3606,8.091490566228434e-24,2.9297187589788426e-25
3607,1.545325418608526e-24,1.7753658447151216e-24
3608,1.6958735758892493e-24,4.4238643722757234e-27
3609,3.590350304042087e-24,1.3862811736072204e-26
3610,1.4217254791015066e-23,1.5937830823875256e-26
3611,6.74251121156325e-24,1.532603115441612e-26
3612,1.2194526920353295e-23,1.0568799621227826e-24
3613,4.0602873016017764e-26,5.936656542913862e-25
3614,3.1870509614399624e-24,4.33130370840845e-26
3615,3.184853625395706e-24,1.1093649078682365e-25
3616,3.9678342183201255e-24,1.7525275168685537e-24
3617,4.945861978538018e-26,2.0759580784731374e-25
3618,1.9870419225468403e-26,5.465629398756755e-26
3619,1.1229794175433594e-23,3.0983728073594458e-24
3620,5.405368695789086e-24,4.7098456302469494e-26
3621,6.565707025315443e-24,2.8091375310709348e-24
3622,2.9997027314300666e-24,2.196534588498938e-25
3623,1.6447661839305624e-23,1.3740707642421932e-25
3624,9.085145753154991e-24,1.48293456992831e-25
3625,2.226361941075645e-23,7.904314222501568e-27
3626,1.7278519171092786e-23,1.6853520324733404e-24
3627,1.6777444469365933e-23,4.549807405944976e-25
3628,1.7084706076636316e-23,2.20506538421279e-25
3629,2.1007464787714705e-24,1.694222239251106e-24
3630,4.3732168342174985e-25,5.159831903947487e-25
3631,5.02706641428671e-26,1.8662072785250917e-26
3632,1.382409874083104e-23,2.7173640764406506e-25
3633,1.0924378203405819e-26,2.6127651627042734e-26
3634,1.9718897252820093e-25,7.023828158557589e-25
3635,3.487224387121076e-25,2.132583409151838e-26
3636,1.8522176202036653e-25,6.1623460359505545e-24
3637,3.021641369675284e-25,4.7433057924947563e-26
3638,1.60875050986887e-24,4.256318903410528e-25
3639,9.978763954694448e-25,2.8694354450664676e-26
3640,3.403944776593735e-25,5.007172948977839e-26
3641,9.009329707434217e-25,1.563875368753195e-25
3642,1.3193046539229046e-24,1.0730935889488183e-24
3643,1.0405132374893596e-23,5.868006906241556e-25
3644,2.4856830663610957e-26,1.0452394128224107e-27
3645,7.055106777546969e-24,1.5337011144310275e-24
3646,3.1733640666810996e-25,3.7411790403742765e-24
3647,1.3356320912210184e-24,1.2694829249457986e-24
3648,1.6159422223536798e-26,1.9369201576479854e-24
3649,5.0026365587989854e-26,2.4880467484752548e-25
3650,4.899903205331387e-25,5.9107164691851584e-27
3651,2.1099047443147467e-24,9.335775751601569e-26
3652,3.1862724772575197e-26,1.4160989204123242e-25
3653,4.6719384507434895e-25,1.22865841791081e-25
3654,4.0674775564482955e-26,8.110169666803064e-27
3655,1.7533301857959445e-23,7.087854919957292e-27
3656,2.389107567728519e-24,2.203313875837271e-27
3657,7.784521771916398e-26,1.0381488942387106e-27
3658,4.72335174793443e-24,6.470017392333597e-27
3659,9.37064613463366e-24,1.6286883990849732e-26
3660,7.520782423025133e-24,8.495357503218485e-27
3661,5.413865508367617e-24,2.3610036033447702e-27
3662,4.5750443990523346e-26,1.2050622157711906e-27
3663,1.3815484733011034e-25,6.55938990235181e-27
3664,2.2583568321007206e-24,2.2131276699522205e-27
3665,2.4691478109737515e-24,4.862580790392574e-27
3666,1.6068208908134699e-25,8.375618328410444e-27
3667,4.0565460574989785e-25,6.11013101772478e-27
3668,1.3883816756864565e-24,4.1715311149866105e-27
3669,1.3642300921461209e-24,1.6222314410479017e-27
3670,5.59030450175091e-25,1.6040129532926354e-27
3671,7.907608235735795e-26,8.515688344499105e-27
3672,9.399988514021822e-26,8.57216762281252e-27
3673,5.6571582551276e-25,3.0411024729569287e-27
3674,3.2067159952077105e-25,2.703625136495844e-27
3675,1.067836363014459e-25,4.1013404628649306e-27
3676,3.6348502767252794e-26,5.3253901724808994e-27
3677,9.790165870827679e-26,2.4867932842008916e-27
3678,1.5759053628406387e-25,2.422684131521468e-27
3679,7.347306386878118e-26,3.49735242686796e-27
3680,5.13923250939788e-26,3.177996126373794e-27
3681,4.8711069359551687e-26,2.054181670231537e-27
3682,4.93385687252676e-26,4.112021989603989e-27
3683,4.072218724447371e-26,2.92430556391288e-27
3684,2.758405165090127e-26,2.9485210745491135e-27
3685,1.3725695414656617e-26,4.5697965006186014e-27
3686,2.594526986660095e-26,2.463186637390071e-27
3687,1.3291821980559647e-26,1.7898390798033137e-27
3688,1.6224247398058907e-26,2.0490939762699052e-27
3689,1.1676135504137489e-26,2.026416093445679e-27
