wavenumber,NO,NO2,SO2
1243.0,4.9601380780382416e-73,4.6010518128218865e-24,5.3538924581005584e-27
1244.0,8.566555417355683e-56,1.223806746794382e-25,2.7823588335225233e-24
1245.0,1.5947666726376434e-73,1.624382032231952e-25,6.040483100851496e-26
1246.0,2.3794208611770105e-74,3.395105600204095e-24,1.3225565959006097e-26
1247.0,3.612271717942801e-79,6.403107064218479e-24,4.9464431593756123e-23
1248.0,1.5758598890037086e-81,5.031629299245003e-24,2.34509848166206e-24
1249.0,3.958440636476843e-64,4.866718406133449e-24,1.3575028376845713e-27
1250.0,2.942818048805629e-76,6.089799369599116e-25,1.8860657256888376e-23
1251.0,3.832207554093066e-70,8.65106513830891e-25,2.5013414817757877e-27
1252.0,9.142776056616716e-54,3.766134464925929e-24,4.2315000946073284e-27
1253.0,1.0987998819935003e-71,2.2469662272493515e-24,7.557322684779717e-26
1254.0,1.3824437297377133e-74,5.853068901875299e-25,2.947258216811049e-27
1255.0,5.691460304942193e-96,1.2707321219348416e-24,1.0073443999077044e-26
1256.0,8.799977748600858e-75,2.0656388004535388e-25,1.8396703749053036e-26
1257.0,1.5485040775375744e-77,1.787364312987387e-25,2.1771788563921566e-26
1258.0,1.6490095022873907e-46,2.807882610083413e-24,4.188578146793107e-26
1259.0,4.667331350382953e-55,3.708436629064414e-25,3.3018913592983e-27
1260.0,4.727331098539051e-53,1.3469243602740907e-25,8.373037745767403e-27
1261.0,4.0704521767407996e-76,9.869636314354855e-24,3.2495534270997064e-26
1262.0,7.848894089146267e-90,8.295147641809372e-24,8.2898792462571e-25
1263.0,1.7715748979148025e-68,2.9055738718768685e-25,3.713603048943528e-26
1264.0,4.598518673662816e-69,2.4639948880648655e-24,5.284570149911689e-27
1265.0,4.239518883030997e-78,1.4016817791078978e-24,1.379577099967994e-25
1266.0,3.31164433049109e-75,2.6900190316450247e-24,1.583053490403239e-26
1267.0,1.244090081760353e-69,4.4768800856534e-24,1.3948917050514503e-27
1268.0,2.1980554566007925e-74,1.7188503235648766e-24,2.4826005812590695e-27
1269.0,7.559262880640508e-73,2.5097275592022277e-25,9.228170755244304e-27
1270.0,3.2331171996062076e-80,3.179232207477868e-23,9.265289403633005e-27
1271.0,8.618040779636655e-69,2.5941465100359412e-24,1.4143004650324825e-25
1272.0,3.7243650743505684e-73,2.140102096953216e-25,5.120256188797878e-25
1273.0,2.2768748376811008e-73,2.676796225032083e-25,7.977576076357283e-27
1274.0,1.3107552938926277e-66,2.6269208879583658e-25,3.899889504060617e-27
1275.0,1.8243157766478784e-87,1.3464021296391117e-26,6.461780335577755e-26
1276.0,1.0960701397153093e-49,4.2048993166162677e-23,4.507656323020503e-26
1277.0,6.93791092251559e-68,1.2564966201739122e-24,5.4024634145828795e-25
1278.0,1.4225752294491875e-77,4.510074319760456e-23,6.294744398998061e-27
1279.0,4.78105056356278e-69,7.61697823661875e-24,1.3636710224402026e-26
1280.0,6.304474432680233e-56,5.313902406868617e-24,2.4787343455978102e-27
1281.0,3.3473866491809754e-75,7.164438302148031e-25,1.5193146560616233e-27
1282.0,5.8586828272271856e-55,1.7454967177463728e-25,1.0687994632305545e-25
1283.0,1.6661644490320933e-66,1.9979238245323835e-25,1.1010850493838131e-25
1284.0,1.2117064610180875e-87,5.493406448601205e-25,6.072838939396363e-26
1285.0,3.0245925065021248e-68,5.37315785395664e-23,5.768242187619729e-26
1286.0,1.6779647066055558e-70,7.350679836232508e-25,1.1970836213871022e-26
1287.0,3.8122795384737306e-69,3.775805315487045e-23,6.406980524793665e-26
1288.0,3.686747126436628e-71,1.4906818320435137e-23,7.64326262019704e-27
1289.0,7.127607063582095e-70,2.186965041001324e-25,4.966718874052669e-25
1290.0,1.075000694969826e-77,5.758768098136827e-26,5.155642323655281e-26
1291.0,3.0835279921200164e-74,1.4891447632769058e-24,4.761701455383172e-26
1292.0,2.0386035442716493e-69,5.957133767604244e-26,2.7146068046228473e-27
1293.0,3.6720706310026176e-71,1.9211957143961824e-24,3.798886376166814e-26
1294.0,1.5066393488490835e-64,9.175957462875141e-23,1.0855065217387653e-25
1295.0,1.0529743334951809e-70,5.434211186703974e-24,6.161256451819058e-26
1296.0,6.9742844588040445e-74,9.439233379213629e-24,1.19520007667869e-27
1297.0,3.329286496040274e-70,4.342684669864202e-24,6.420583621806667e-26
1298.0,1.4757754420379624e-68,1.3978591241266674e-23,7.82596502357996e-25
1299.0,7.930607436155039e-45,3.8601760181964544e-25,1.846229454629477e-26
1300.0,6.820067165879389e-68,3.9266614368442514e-24,5.772073684277781e-25
1301.0,1.4966197985403078e-73,9.022605071609899e-23,4.3076751507794835e-26
1302.0,7.692793831462315e-70,2.1781817249808116e-23,9.65646186457318e-25
1303.0,3.959822216999898e-88,8.109271085023541e-24,1.2367588125483886e-24
1304.0,1.727743690756859e-69,4.3111977114693745e-25,1.4250407566967377e-26
1305.0,1.1214357991105366e-65,6.150964047827931e-23,1.9467676130267723e-26
1306.0,3.9583497944495453e-50,1.0336953209449066e-23,2.1567370030879475e-27
1307.0,2.483901773885436e-63,1.768775468590668e-25,1.599050696552043e-23
1308.0,4.188938087743848e-71,2.2570495279945116e-25,5.098781966995329e-25
1309.0,8.744418638879102e-64,6.283547003962142e-25,9.321649422746193e-27
1310.0,2.466203735749597e-64,6.279153496759004e-23,1.5340796961551322e-25
1311.0,4.023128244446952e-76,4.095821152783088e-24,1.4694635938169616e-23
1312.0,1.4247699254131505e-81,5.511139205926668e-24,1.5296972704682832e-23
1313.0,2.393839038846828e-65,1.9220696671116977e-24,3.02985280878923e-25
1314.0,2.087724232880332e-66,8.34561899942345e-25,5.549048728074591e-24
1315.0,1.6062021964311148e-84,3.3580401103630615e-24,7.217274868206996e-26
1316.0,3.1388977505602615e-63,6.0350159757398115e-25,9.27333615648734e-26
1317.0,1.0111534175676732e-65,4.233923348214813e-26,1.3399960166772687e-26
1318.0,2.8472832941179724e-67,1.4782697527752528e-26,2.8676251707922696e-22
1319.0,3.74530427071578e-66,1.118428152062233e-26,4.1277839450985216e-27
1320.0,1.9379597047605606e-63,1.3135246679189559e-24,2.569055401325942e-25
1321.0,1.0942652152676342e-71,2.035683260022827e-26,3.518599164546996e-26
1322.0,1.447637930593324e-75,2.6854584828651892e-25,8.547949424254863e-27
1323.0,3.0945459534029286e-41,4.469018518846457e-23,2.518646412633687e-25
1324.0,1.8120332113435527e-67,1.0484829428594208e-23,4.061663253016295e-24
1325.0,1.5699574726126187e-60,5.299404745385281e-23,3.4561453488778244e-22
1326.0,7.331310008255125e-63,5.536697116613001e-23,3.5692300474266936e-24
1327.0,1.0951127765787793e-72,4.2059217265515313e-23,4.24124733186379e-26
1328.0,1.362184317078868e-65,2.835939754645584e-23,1.0371618856723008e-26
1329.0,1.4692735059132465e-63,1.3979252372403564e-23,8.604337798756379e-25
1330.0,8.943815995976741e-72,2.685370582608122e-23,6.015890810856199e-24
1331.0,1.9790192947609976e-63,1.1920970812001608e-24,6.321218263938359e-23
1332.0,4.519825091979481e-77,2.0261479365704237e-26,5.692722148546781e-26
1333.0,1.6463469262354554e-70,1.716117354657176e-26,4.709639258325735e-23
1334.0,1.269565511849846e-65,2.0430149568044304e-26,5.6621480434481906e-24
1335.0,2.2773501907603214e-62,5.449939262344648e-25,2.4556941636934892e-23
1336.0,2.031094583004982e-65,4.2934905693353654e-23,3.1698878448461373e-22
1337.0,1.7950746490124913e-65,6.056629382170871e-24,5.1284019520222814e-23
1338.0,1.0434585570809645e-46,3.4178669958435755e-23,1.7531501038241303e-26
1339.0,1.0245636607392435e-67,1.359031678457323e-26,7.025478260878357e-23
1340.0,7.894488845342655e-56,4.825907464309629e-24,3.7389179225801174e-24
1341.0,3.86735888721413e-60,7.428668969133877e-24,5.797226446394416e-24
1342.0,5.264765510872417e-61,3.8098000000031083e-25,1.2233014922496187e-23
1343.0,1.3563738560247596e-66,5.1326260889887465e-25,3.8697419354551875e-25
1344.0,1.6379301056356427e-61,1.4726092160783214e-23,4.207128183699554e-24
1345.0,2.66547888256249e-66,3.9566114082249995e-25,5.215134935314555e-25
1346.0,1.8498568381680163e-67,2.668378061524288e-23,1.4833259200902787e-24
1347.0,5.702249311175572e-39,4.335443268541602e-23,2.6399833516976786e-23
1348.0,1.266767496829242e-63,6.12153695447929e-24,6.465777320780201e-26
1349.0,3.215259936058528e-68,1.0486707099250683e-25,5.830798821814926e-24
1350.0,1.3827442222349076e-67,1.536957320982623e-24,1.4963768820144708e-24
1351.0,9.137657817541781e-48,7.095556643690214e-24,4.812991402509865e-23
1352.0,3.8676076658119535e-66,6.197079085513233e-25,5.470560567231851e-23
1353.0,1.45186422186271e-80,8.61196673181036e-24,1.3688150472980566e-22
1354.0,1.3969755933249417e-69,2.1213181394894073e-24,3.17516195593123e-25
1355.0,4.328898405076095e-70,2.6119195058430332e-25,4.5559629474808555e-24
1356.0,1.916740404498596e-60,1.0664402193220576e-24,4.1319074383221196e-23
1357.0,2.763064813760017e-60,4.335668811558979e-23,4.6587482375498105e-24
1358.0,9.170697540105196e-72,2.979537407962033e-23,2.3472540968640185e-25
1359.0,1.0951943158293816e-66,4.873580347560887e-24,1.2722733041998284e-21
1360.0,9.423082968902813e-61,2.284087839415117e-24,1.2614963590422177e-22
1361.0,1.6595345799698094e-60,1.6185706023570562e-24,1.099988327472502e-20
1362.0,1.48004435353188e-73,2.8890827473747084e-24,5.860335663562298e-24
1363.0,2.293213425520805e-40,5.533440321888968e-26,1.1894049146651679e-21
1364.0,3.648445494441414e-83,2.013514626429754e-23,8.444657694042265e-24
1365.0,2.9145793567048004e-64,1.8801710145344684e-23,1.0489384534154363e-23
1366.0,4.3404309347335573e-63,1.894472016066065e-23,7.137767043172416e-27
1367.0,2.8944685606598278e-70,7.530157063712468e-25,5.656773724298502e-21
1368.0,1.614434084836157e-61,1.2146890775910832e-24,2.494703362993061e-20
1369.0,2.1596386414756145e-60,6.593075377901356e-26,3.260439688578229e-23
1370.0,1.5623242150121125e-56,2.7967014451676004e-24,2.9915966386451525e-25
1371.0,6.316783809637728e-63,1.2877800119241536e-23,1.0518263951204443e-26
1372.0,9.393731905971258e-52,2.8181658222019054e-23,4.005579102477088e-20
1373.0,1.8754444464256935e-56,2.389967936244415e-23,3.2279268154734384e-21
1374.0,1.938657000228994e-67,2.823944823332834e-26,8.32923190223004e-23
1375.0,2.822550375677222e-57,1.0669468471443137e-26,5.754627165011232e-25
1376.0,5.29941669909855e-58,6.931932187027173e-24,5.671515074199408e-26
1377.0,1.289783909610519e-56,3.1181063240600968e-24,5.183959876327438e-23
1378.0,1.2418116301868785e-66,2.7544355023374335e-23,7.881144601755284e-25
1379.0,6.46062000183825e-59,1.5416810865459023e-24,8.818109578315525e-24
1380.0,5.212317639217978e-72,2.0663782253326694e-26,4.929819291093758e-24
1381.0,3.329954817441889e-57,2.557003751907774e-25,2.647506905230835e-21
1382.0,1.6820783227631834e-56,1.845150955755257e-26,7.137680500375542e-26
1383.0,8.019654592843415e-44,5.721882705893569e-23,1.1355660028995642e-25
1384.0,1.057778042340178e-64,3.220387813758802e-23,8.066001399198342e-25
1385.0,2.0453966023050772e-57,3.569553210490136e-23,5.901940986015795e-21
1386.0,1.3125901157613481e-61,1.6988823411530973e-23,2.4334198567012074e-24
1387.0,2.427184698145631e-56,1.269371741683455e-23,2.177103324138994e-25
1388.0,4.59916990614439e-58,2.0780047467437222e-23,1.9456972528547905e-26
1389.0,1.1075543783871064e-53,2.4077547296096697e-23,8.84455321284792e-22
1390.0,1.539408768254145e-57,2.7717053255263835e-24,8.605135441956261e-25
1391.0,6.041173073769972e-68,7.881774497596746e-24,1.3389973070711817e-24
1392.0,1.1352219215262232e-69,1.0284586910175285e-23,3.760346376333288e-24
1393.0,6.772803105196101e-65,1.1123911657266101e-23,1.6128626117007156e-24
1394.0,1.8332582112666796e-57,7.581776476748622e-24,7.375252835557908e-23
1395.0,2.7683153562135008e-62,1.2508907970019159e-23,1.0576393020546971e-25
1396.0,1.5566757193070466e-58,4.6963632336850434e-24,7.799470320878543e-27
1397.0,1.692651500272459e-81,5.241742520971568e-24,7.870208791097343e-27
1398.0,1.401219867955907e-62,1.3312804643808122e-23,5.225004009801775e-25
1399.0,4.4715203757508336e-55,2.795214074762244e-24,4.1229821780637106e-25
1400.0,2.3219065254001984e-56,3.702119376192393e-23,4.035900850453764e-23
1401.0,1.6765450866087155e-56,1.3506924340603634e-25,1.2865086551340301e-24
1402.0,1.679691907358394e-58,2.643981110860014e-25,3.551225245476513e-27
1403.0,5.7394568032710897e-36,2.8271232075275705e-23,1.9476353386005925e-26
1404.0,3.717198072649601e-74,3.8462427173972475e-23,4.175738569861559e-26
1405.0,4.430114463213215e-81,2.311873880588086e-25,1.055481448600757e-25
1406.0,3.6704956696704224e-67,1.2594172815543776e-25,3.364321085190444e-27
1407.0,3.180663199588055e-61,5.4270134400778076e-24,1.8928074463355928e-26
1408.0,8.232636743257019e-52,2.3955175132247237e-24,8.866209302291744e-25
1409.0,7.336708869671266e-79,1.1681665288945427e-23,1.3288810886499037e-23
1410.0,7.475919111652276e-55,5.055442467417691e-25,3.972465069703663e-27
1411.0,2.1490055429525635e-48,7.309818821807596e-24,1.4012604845797927e-26
1412.0,1.3308018879696758e-57,3.4096725307201495e-24,3.173403877556147e-23
1413.0,2.1202078019008874e-67,4.170967547255871e-25,5.9079075413163974e-24
1414.0,8.58461750038876e-81,3.162710266950602e-23,3.5931106484137135e-27
1415.0,1.0737480889880735e-52,4.194271055146894e-24,5.582520061329948e-26
1416.0,5.0598968385713294e-64,2.2697941489927388e-23,4.965433690732043e-27
1417.0,1.5484857763084215e-66,1.1907329809386402e-23,1.1170493944265568e-23
1418.0,1.9973092028483412e-66,1.9599372402735974e-23,1.0482251862680246e-25
1419.0,6.064642001104441e-80,1.8576450265453657e-23,1.3371460701496364e-26
1420.0,7.380178666796812e-67,5.231503378490267e-25,4.45957614104601e-26
1421.0,4.0226286186284456e-78,1.812709586543579e-23,2.3636900959077547e-27
1422.0,1.6961923582533226e-63,1.6906338683692222e-25,5.238640411959153e-24
1423.0,2.330941885197414e-61,4.981731209834558e-25,3.064732938755601e-25
1424.0,1.9647052045467256e-70,4.133196394890111e-26,4.3398458212868987e-26
1425.0,6.359714386139418e-63,6.58006478599127e-24,1.3243333740927912e-24
1426.0,2.546780868914229e-78,1.5600319056517643e-24,1.6081758341211812e-26
1427.0,5.444033593315085e-55,2.5181272716463766e-24,1.2991743944392168e-25
1428.0,5.293343189539461e-56,7.184432787776439e-25,6.286817428496478e-25
1429.0,6.912770313207427e-63,8.746017976978809e-25,1.5587881210517092e-26
1430.0,3.6415273072106996e-64,6.98024562152289e-25,3.6444498753444636e-26
1431.0,1.0098112621301977e-46,3.687357874245286e-24,7.970707805078828e-26
1432.0,1.1891080908562243e-54,2.9337483222692875e-25,6.784114027390323e-27
1433.0,3.2007351026325476e-53,1.912132977388354e-23,7.498951162459817e-26
1434.0,1.9840795710339357e-61,3.6933294843492673e-25,1.306719045874645e-25
1435.0,1.3553899796403064e-72,6.889161932854311e-25,2.4086795007077576e-27
1436.0,2.847775947121172e-51,1.3409780484686947e-25,4.971082599745075e-27
1437.0,2.875519855776797e-60,5.8637976020574924e-24,2.389224401604703e-25
1438.0,1.5171618493569364e-56,6.366903025867682e-25,4.5889946311530484e-27
1439.0,1.8822769897330934e-63,1.7612037184955714e-25,3.38239861765899e-26
1440.0,3.4455031592949707e-36,4.220372656885496e-24,2.960709185895973e-26
1441.0,8.120661587816589e-51,9.499275763141602e-24,1.630823534347259e-27
1442.0,2.024159274376561e-34,6.2886516605031365e-24,5.96019044797913e-26
1443.0,8.136545101144672e-55,3.6434483007595527e-25,1.5937184734294222e-26
1444.0,1.131123304562238e-85,5.441184331777135e-24,1.2460919328052868e-27
1445.0,1.4579352504284729e-50,9.095758303437469e-24,2.131909607791616e-25
1446.0,7.298687343874366e-57,1.779002427927808e-24,5.0809014838481426e-27
1447.0,5.24575772637401e-52,1.0481288343555666e-23,1.363062198454539e-27
1448.0,8.582343111938607e-56,8.504403562066201e-24,1.052636498517815e-26
1449.0,2.0534904346610175e-75,8.982418759410508e-25,2.827245779733247e-27
1450.0,3.736201679569654e-79,2.3728575268553546e-25,7.773847619234484e-25
1451.0,4.0660383720061594e-57,4.684411934733768e-24,4.2165408007937115e-25
1452.0,1.1892143786491482e-74,5.102806515991847e-25,1.5683706134163383e-24
1453.0,1.841911440480839e-55,3.305861959912605e-25,1.4285693698042361e-25
1454.0,1.479546356903601e-56,4.067630382192208e-24,3.7798239340419854e-27
1455.0,1.4934199126904906e-56,8.482192595576487e-24,3.7918080417000817e-25
1456.0,1.8808658470409416e-67,2.1563135320900634e-25,3.9967213318762866e-25
1457.0,5.5864628544644696e-80,1.0709177352211743e-24,5.449998798737604e-26
1458.0,4.6269458884623455e-56,2.819181837494532e-24,1.142943913417756e-26
1459.0,2.3379212185784403e-38,6.8188692909840575e-25,9.059977177972145e-27
1460.0,1.240997122818022e-47,2.684206851673215e-24,1.4374451324060253e-25
1461.0,4.567139347171678e-57,3.5813668345167292e-25,3.0762251487169647e-25
1462.0,8.48444328774905e-62,1.5049158878476866e-24,3.0475825334997403e-25
1463.0,8.196214776897898e-46,2.794946338838585e-25,1.5417884837954477e-27
1464.0,1.013041996486082e-49,2.694262475696751e-25,1.6225384300350925e-27
1465.0,1.4676550009806726e-69,2.166359950234986e-25,9.284281464527842e-27
1466.0,3.9646545043073607e-38,5.060671798844581e-25,1.2665927601914116e-26
1467.0,7.379260058546473e-76,2.099489924527268e-25,8.810864583360352e-27
1468.0,7.607701863644142e-51,2.50938949251517e-24,2.7108872135097816e-25
1469.0,2.0700013535451207e-45,2.6576843839176197e-24,2.034886749265112e-27
1470.0,9.937421565283964e-75,4.478415721376417e-25,1.5693746272542137e-27
1471.0,1.5838422942117209e-72,1.4465143637295915e-25,2.982956829709855e-27
1472.0,4.5262425275888924e-80,7.545465838518704e-25,1.2969427363577971e-27
1473.0,2.2524530912370448e-46,3.3285323712766834e-25,7.677882113315474e-26
1474.0,1.2649851774217903e-95,1.6343821397150483e-24,4.71525286261687e-27
1475.0,2.8447569612229265e-79,7.33790611832375e-25,4.0586391189913466e-27
1476.0,7.274047537339913e-72,3.5525443135244673e-25,1.5733204509331522e-26
1477.0,5.65173284367304e-76,8.93066138738018e-25,8.446905827993689e-26
1478.0,1.1549238139745802e-59,3.6088234735247125e-25,6.471372808034595e-27
1479.0,1.2314788732231027e-60,2.1734279697715296e-24,4.644682126572712e-26
1480.0,5.341051178968783e-53,3.234474758191381e-24,4.692506319599285e-27
1481.0,5.517311258606836e-75,2.3409756857837946e-24,1.9359333959136673e-27
1482.0,6.517415612190618e-70,1.3497337262691429e-24,3.9458643706076226e-26
1483.0,6.904089728649929e-61,2.3415816185536493e-24,1.0365403916327122e-26
1484.0,4.040140895650829e-87,5.431423689892627e-25,6.514911177307486e-27
1485.0,6.708357174348676e-50,2.1695985943893305e-25,2.9072023889033537e-26
1486.0,4.8503602372529126e-73,6.785959027026365e-25,4.062838543063374e-25
1487.0,1.3770980217970767e-54,3.982475474292316e-25,4.059291312868958e-27
1488.0,9.682522382080729e-66,1.958855469651044e-24,1.088905939000191e-26
1489.0,2.928565922798351e-51,3.846237373804185e-24,3.841082235741288e-26
1490.0,2.0661317773730526e-50,1.5234212173892764e-24,6.680534576383635e-27
1491.0,2.487744802897944e-69,4.281180050321241e-25,1.8340090817858537e-26
1492.0,1.6592694891176553e-57,4.040795260041128e-25,2.6274444444450056e-27
1493.0,8.825323021882188e-72,6.694604900087161e-25,1.2906752230910953e-27
1494.0,4.815155192390388e-71,2.3812271259420417e-25,1.0081617430030377e-26
1495.0,3.1547315195632905e-51,3.625589187441693e-25,1.077893934315037e-26
1496.0,7.167960971665382e-44,3.27600352962514e-24,9.299360734266203e-27
1497.0,9.423426922566575e-73,2.564095945692351e-25,1.7222304742442037e-27
1498.0,1.509228462350104e-45,5.584315999075577e-25,2.1176472696545128e-27
1499.0,3.1519644546316696e-46,1.3409666631287378e-24,1.3231991414989639e-26
1500.0,2.02901292596682e-47,2.2597893838558425e-24,1.1333823966181626e-25
1501.0,1.5192276211385743e-53,2.911344849790787e-25,2.8454836764897453e-27
1502.0,5.789619246089026e-39,1.6359893833212692e-25,1.805542787909027e-27
1503.0,1.3320328756479476e-54,7.0977594508604905e-25,2.1583009606790235e-25
1504.0,4.517271057645849e-44,3.3922620029255457e-26,1.0304400011531652e-26
1505.0,5.017866878652788e-58,5.327782846633878e-25,7.88245942057183e-27
1506.0,1.6372096509475942e-57,1.1014733513198523e-24,1.0021169984097489e-26
1507.0,1.4348627742050946e-51,3.6033255705664265e-25,1.5912700780891049e-27
1508.0,6.919716950853569e-69,2.8449302291390486e-25,1.714269480034539e-26
1509.0,1.5910206378986859e-43,1.6471867819074757e-24,4.4629788404838185e-26
1510.0,1.0668806742458164e-41,1.2218093355847827e-25,1.466325632833528e-26
1511.0,1.773038824079639e-44,9.53581664652574e-25,2.807274623266884e-26
1512.0,2.801807917814166e-53,1.883843718898018e-24,1.4527382023225578e-26
1513.0,4.142489561578556e-42,1.2593452115956728e-24,3.095524688196249e-26
1514.0,2.8562915795723755e-41,1.2852515484236516e-24,1.9978431852700528e-26
1515.0,1.2638609588215778e-68,6.504557923572086e-25,3.1509590583340784e-26
1516.0,3.2832840576397694e-45,2.4783859250844424e-26,1.4966336356704336e-26
1517.0,4.748648838870494e-61,1.375135842695685e-24,3.718860571147078e-26
1518.0,1.812407185809733e-49,6.423743710688711e-26,1.0298912306388668e-26
1519.0,1.1144716410202818e-70,2.8117781639419546e-24,4.114203080665711e-26
1520.0,6.962863242549153e-41,3.852400910616183e-26,1.663515752998553e-26
1521.0,2.6365868583557446e-68,1.5598410274253426e-25,5.997395590577739e-26
1522.0,9.50976582703403e-58,7.625339140755855e-26,1.4368628217235034e-26
1523.0,1.7773611615295483e-48,2.2905595159517578e-26,5.511221389349414e-26
1524.0,2.4383135940291886e-30,2.239553180879244e-25,1.749628485395292e-26
1525.0,1.545481698338486e-47,3.0414663585153598e-25,3.200009563414597e-27
1526.0,3.3483761126916316e-41,2.5772828671282123e-25,1.498490000014213e-26
1527.0,8.685053412551763e-47,2.948571949752672e-26,1.551359853429397e-26
1528.0,1.706348511359024e-35,3.1628678280965737e-25,1.990635830045791e-26
1529.0,3.54609022853543e-46,7.679994951347954e-25,4.614230101032835e-27
1530.0,4.136203640006253e-42,2.776223186862872e-25,3.8491365461830264e-27
1531.0,3.538752119027317e-66,1.6326863194038854e-25,1.0385136166875155e-26
1532.0,1.1923639788704187e-48,1.3018220545975665e-24,6.188654160090148e-26
1533.0,1.755239103658963e-39,3.381022905918992e-24,1.6601158009769224e-26
1534.0,1.192451651206725e-38,5.692473328852435e-26,1.1328301445913467e-26
1535.0,2.6232834498816774e-52,2.8087917379643026e-24,1.3374138106610515e-27
1536.0,2.6579619824295166e-41,1.532114672300802e-24,3.8083592323910194e-26
1537.0,7.402503775978723e-66,1.388226942796221e-24,6.676872279518761e-27
1538.0,1.22629837308778e-73,6.474300965097782e-26,1.722549994112792e-26
1539.0,1.2235299926788894e-64,4.0913094766027096e-25,2.6673947556843874e-27
1540.0,3.757491133065866e-54,3.0089763136137753e-24,3.6624550898179624e-27
1541.0,6.827189925022295e-66,4.0826521134546355e-25,3.1860656223228424e-26
1542.0,3.397890672370763e-73,9.090999999987008e-25,8.70836823207323e-27
1543.0,1.3334006425665013e-79,8.614515732963201e-25,2.698215025086549e-26
1544.0,3.8299505300298093e-60,1.1263708440544959e-24,2.546786138353986e-26
1545.0,1.448738142733938e-59,1.012727738477708e-24,5.226694087473582e-27
1546.0,5.2129758894914515e-40,1.81063480352563e-24,5.0988068669650883e-26
1547.0,8.91308341840958e-72,5.428025746191827e-23,1.1810163387762543e-27
1548.0,1.9148460992574523e-75,2.0738838580442093e-25,8.607293983692204e-27
1549.0,1.9860890885192e-58,1.6639502659264068e-23,2.9757476923196008e-27
1550.0,9.289127703540252e-83,7.875698243308827e-26,1.993388319196395e-27
1551.0,6.212635188692895e-51,1.7448101523618846e-24,1.4126593493431722e-26
1552.0,5.435847938053162e-48,1.1911261872102432e-22,2.939878214080983e-27
1553.0,6.523882694540431e-68,1.9295831067094138e-23,6.482703067128025e-27
1554.0,5.988471819384061e-71,1.4275851223173988e-23,1.834078321018125e-27
1555.0,7.354511353502953e-38,5.32980366358418e-26,2.4921213007506752e-27
1556.0,5.878642047487053e-64,9.134943758684631e-23,6.697208074199411e-27
1557.0,4.584347330956981e-64,3.6692941181640835e-22,1.09128295578181e-26
1558.0,9.501679152162741e-64,1.9996327868698972e-25,1.8448880007162578e-26
1559.0,4.545568142179318e-72,3.799835883794571e-26,1.2312743126040825e-25
1560.0,1.84534883717376e-60,2.5024704553050227e-22,6.451976380092692e-27
1561.0,7.034466503644611e-37,1.2236780930504735e-23,2.8755971802663317e-26
1562.0,7.025101397733448e-50,7.047384282409874e-22,7.525039482541021e-27
1563.0,4.2380334154013486e-41,2.9704563756649997e-25,1.8468248205396925e-27
1564.0,4.229132803084702e-37,1.1253006173165312e-25,1.050854928083375e-25
1565.0,3.726e-61,3.624601472677583e-24,3.3444177198335524e-26
1566.0,3.478078072892951e-48,4.8159629230396384e-26,2.4811471571947753e-26
1567.0,1.3458856955808833e-60,1.4586347825962546e-24,1.9287542831457555e-27
1568.0,8.711551426132303e-45,1.2077892068932394e-24,6.831422081740831e-27
1569.0,2.0158924495192254e-70,4.448490228338042e-22,4.514819549077352e-27
1570.0,1.5967944983774699e-66,2.8050877581708837e-25,6.352368461702209e-26
1571.0,2.8173544382131984e-38,8.183429717474626e-25,9.792358012337093e-27
1572.0,4.222844764397236e-43,2.104003543871116e-24,1.7721592920408203e-26
1573.0,9.031322691875705e-29,3.0940812029163832e-24,8.049770194427535e-26
1574.0,1.6208115878301974e-63,3.065761904759919e-26,3.387380823176621e-26
1575.0,1.0376545519957017e-54,2.9701616163614177e-21,3.192587339925086e-27
1576.0,1.215236438590742e-77,7.910626334686273e-24,1.8336604395211246e-27
1577.0,3.7022604501810744e-35,1.2990748868460793e-24,3.5764823479204916e-26
1578.0,4.725256314898455e-64,1.6549656770661255e-25,3.971719776775291e-27
1579.0,8.767198919310511e-71,1.675223378705053e-20,1.0736988894813677e-27
1580.0,6.289054016880786e-32,3.510652071452638e-22,3.241189811176298e-27
1581.0,4.309017842767037e-60,2.067473267051957e-22,3.479625082857186e-27
1582.0,4.74008308589513e-45,8.108196993733259e-24,2.0102539537496806e-27
1583.0,3.960859462637862e-35,1.232512052877307e-25,3.4460037739117786e-27
1584.0,7.311826149764064e-46,1.377305882359926e-25,6.2082680886897206e-27
1585.0,1.6479281346000412e-47,1.179984259162434e-24,3.274417346435155e-27
1586.0,3.2700890366937695e-43,3.0826804667810385e-22,3.4114159560662086e-27
1587.0,7.472999999980074e-46,2.676817286848798e-23,3.769661286356937e-27
1588.0,2.348771620238813e-50,1.0660638349475375e-23,8.802866388693946e-27
1589.0,1.3687970833691803e-35,1.612767679034035e-23,8.275087002615385e-27
1590.0,1.9898210195574435e-68,3.6688176459756287e-23,3.3255330520025494e-26
1591.0,1.1251134805785342e-35,2.8762290015851996e-26,7.032362203988784e-27
1592.0,2.574904798172291e-41,3.504883138063385e-25,2.236682464338022e-27
1593.0,5.155071852980406e-69,2.0250383811953884e-23,5.1696550895863076e-27
1594.0,9.402024292996377e-58,8.912406025174577e-24,1.4539955986680536e-26
1595.0,3.4736839108442764e-35,1.8441121192282217e-21,1.603067216619892e-26
1596.0,1.0568778631798463e-57,1.2613260870422166e-22,2.512734522569948e-27
1597.0,2.0175001742160275e-38,3.8380944455535217e-22,5.544884088523577e-27
